gsm,description,treatment_protocol_ch1,treatment_protocol_ch2,extract_protocol_ch1,extract_protocol_ch2
GSM923947,,Pretreatment bone marrow or peripheral blood mononuclear cells from patients with newly diagnosed acute myeloid leukemia (AML),,"Mononuclear cells from bone marrow (BM) or peripheral blood (PB) were enriched by Ficoll gradient centrifugation. Total RNA was isolated using the RNeasy Mini Kit (Qiagen, Hilden, Germany). cDNA preparation and  in vitro transcription were performed according to standard Affymetrix protocols.",
GSM923948,,Pretreatment bone marrow or peripheral blood mononuclear cells from patients with newly diagnosed acute myeloid leukemia (AML),,"Mononuclear cells from bone marrow (BM) or peripheral blood (PB) were enriched by Ficoll gradient centrifugation. Total RNA was isolated using the RNeasy Mini Kit (Qiagen, Hilden, Germany). cDNA preparation and  in vitro transcription were performed according to standard Affymetrix protocols.",
GSM923949,,Pretreatment bone marrow or peripheral blood mononuclear cells from patients with newly diagnosed acute myeloid leukemia (AML),,"Mononuclear cells from bone marrow (BM) or peripheral blood (PB) were enriched by Ficoll gradient centrifugation. Total RNA was isolated using the RNeasy Mini Kit (Qiagen, Hilden, Germany). cDNA preparation and  in vitro transcription were performed according to standard Affymetrix protocols.",
GSM923950,,Pretreatment bone marrow or peripheral blood mononuclear cells from patients with newly diagnosed acute myeloid leukemia (AML),,"Mononuclear cells from bone marrow (BM) or peripheral blood (PB) were enriched by Ficoll gradient centrifugation. Total RNA was isolated using the RNeasy Mini Kit (Qiagen, Hilden, Germany). cDNA preparation and  in vitro transcription were performed according to standard Affymetrix protocols.",
GSM923951,,Pretreatment bone marrow or peripheral blood mononuclear cells from patients with newly diagnosed acute myeloid leukemia (AML),,"Mononuclear cells from bone marrow (BM) or peripheral blood (PB) were enriched by Ficoll gradient centrifugation. Total RNA was isolated using the RNeasy Mini Kit (Qiagen, Hilden, Germany). cDNA preparation and  in vitro transcription were performed according to standard Affymetrix protocols.",
GSM923952,,Pretreatment bone marrow or peripheral blood mononuclear cells from patients with newly diagnosed acute myeloid leukemia (AML),,"Mononuclear cells from bone marrow (BM) or peripheral blood (PB) were enriched by Ficoll gradient centrifugation. Total RNA was isolated using the RNeasy Mini Kit (Qiagen, Hilden, Germany). cDNA preparation and  in vitro transcription were performed according to standard Affymetrix protocols.",
GSM923953,,Pretreatment bone marrow or peripheral blood mononuclear cells from patients with newly diagnosed acute myeloid leukemia (AML),,"Mononuclear cells from bone marrow (BM) or peripheral blood (PB) were enriched by Ficoll gradient centrifugation. Total RNA was isolated using the RNeasy Mini Kit (Qiagen, Hilden, Germany). cDNA preparation and  in vitro transcription were performed according to standard Affymetrix protocols.",
GSM923954,,Pretreatment bone marrow or peripheral blood mononuclear cells from patients with newly diagnosed acute myeloid leukemia (AML),,"Mononuclear cells from bone marrow (BM) or peripheral blood (PB) were enriched by Ficoll gradient centrifugation. Total RNA was isolated using the RNeasy Mini Kit (Qiagen, Hilden, Germany). cDNA preparation and  in vitro transcription were performed according to standard Affymetrix protocols.",
GSM923955,,Pretreatment bone marrow or peripheral blood mononuclear cells from patients with newly diagnosed acute myeloid leukemia (AML),,"Mononuclear cells from bone marrow (BM) or peripheral blood (PB) were enriched by Ficoll gradient centrifugation. Total RNA was isolated using the RNeasy Mini Kit (Qiagen, Hilden, Germany). cDNA preparation and  in vitro transcription were performed according to standard Affymetrix protocols.",
GSM923956,,Pretreatment bone marrow or peripheral blood mononuclear cells from patients with newly diagnosed acute myeloid leukemia (AML),,"Mononuclear cells from bone marrow (BM) or peripheral blood (PB) were enriched by Ficoll gradient centrifugation. Total RNA was isolated using the RNeasy Mini Kit (Qiagen, Hilden, Germany). cDNA preparation and  in vitro transcription were performed according to standard Affymetrix protocols.",
GSM923957,,Pretreatment bone marrow or peripheral blood mononuclear cells from patients with newly diagnosed acute myeloid leukemia (AML),,"Mononuclear cells from bone marrow (BM) or peripheral blood (PB) were enriched by Ficoll gradient centrifugation. Total RNA was isolated using the RNeasy Mini Kit (Qiagen, Hilden, Germany). cDNA preparation and  in vitro transcription were performed according to standard Affymetrix protocols.",
GSM923958,,Pretreatment bone marrow or peripheral blood mononuclear cells from patients with newly diagnosed acute myeloid leukemia (AML),,"Mononuclear cells from bone marrow (BM) or peripheral blood (PB) were enriched by Ficoll gradient centrifugation. Total RNA was isolated using the RNeasy Mini Kit (Qiagen, Hilden, Germany). cDNA preparation and  in vitro transcription were performed according to standard Affymetrix protocols.",
GSM923959,,Pretreatment bone marrow or peripheral blood mononuclear cells from patients with newly diagnosed acute myeloid leukemia (AML),,"Mononuclear cells from bone marrow (BM) or peripheral blood (PB) were enriched by Ficoll gradient centrifugation. Total RNA was isolated using the RNeasy Mini Kit (Qiagen, Hilden, Germany). cDNA preparation and  in vitro transcription were performed according to standard Affymetrix protocols.",
GSM923960,,Pretreatment bone marrow or peripheral blood mononuclear cells from patients with newly diagnosed acute myeloid leukemia (AML),,"Mononuclear cells from bone marrow (BM) or peripheral blood (PB) were enriched by Ficoll gradient centrifugation. Total RNA was isolated using the RNeasy Mini Kit (Qiagen, Hilden, Germany). cDNA preparation and  in vitro transcription were performed according to standard Affymetrix protocols.",
GSM923961,,Pretreatment bone marrow or peripheral blood mononuclear cells from patients with newly diagnosed acute myeloid leukemia (AML),,"Mononuclear cells from bone marrow (BM) or peripheral blood (PB) were enriched by Ficoll gradient centrifugation. Total RNA was isolated using the RNeasy Mini Kit (Qiagen, Hilden, Germany). cDNA preparation and  in vitro transcription were performed according to standard Affymetrix protocols.",
GSM923962,,Pretreatment bone marrow or peripheral blood mononuclear cells from patients with newly diagnosed acute myeloid leukemia (AML),,"Mononuclear cells from bone marrow (BM) or peripheral blood (PB) were enriched by Ficoll gradient centrifugation. Total RNA was isolated using the RNeasy Mini Kit (Qiagen, Hilden, Germany). cDNA preparation and  in vitro transcription were performed according to standard Affymetrix protocols.",
GSM923963,,Pretreatment bone marrow or peripheral blood mononuclear cells from patients with newly diagnosed acute myeloid leukemia (AML),,"Mononuclear cells from bone marrow (BM) or peripheral blood (PB) were enriched by Ficoll gradient centrifugation. Total RNA was isolated using the RNeasy Mini Kit (Qiagen, Hilden, Germany). cDNA preparation and  in vitro transcription were performed according to standard Affymetrix protocols.",
GSM923964,,Pretreatment bone marrow or peripheral blood mononuclear cells from patients with newly diagnosed acute myeloid leukemia (AML),,"Mononuclear cells from bone marrow (BM) or peripheral blood (PB) were enriched by Ficoll gradient centrifugation. Total RNA was isolated using the RNeasy Mini Kit (Qiagen, Hilden, Germany). cDNA preparation and  in vitro transcription were performed according to standard Affymetrix protocols.",
GSM923965,,Pretreatment bone marrow or peripheral blood mononuclear cells from patients with newly diagnosed acute myeloid leukemia (AML),,"Mononuclear cells from bone marrow (BM) or peripheral blood (PB) were enriched by Ficoll gradient centrifugation. Total RNA was isolated using the RNeasy Mini Kit (Qiagen, Hilden, Germany). cDNA preparation and  in vitro transcription were performed according to standard Affymetrix protocols.",
GSM923966,,Pretreatment bone marrow or peripheral blood mononuclear cells from patients with newly diagnosed acute myeloid leukemia (AML),,"Mononuclear cells from bone marrow (BM) or peripheral blood (PB) were enriched by Ficoll gradient centrifugation. Total RNA was isolated using the RNeasy Mini Kit (Qiagen, Hilden, Germany). cDNA preparation and  in vitro transcription were performed according to standard Affymetrix protocols.",
GSM923967,,Pretreatment bone marrow or peripheral blood mononuclear cells from patients with newly diagnosed acute myeloid leukemia (AML),,"Mononuclear cells from bone marrow (BM) or peripheral blood (PB) were enriched by Ficoll gradient centrifugation. Total RNA was isolated using the RNeasy Mini Kit (Qiagen, Hilden, Germany). cDNA preparation and  in vitro transcription were performed according to standard Affymetrix protocols.",
GSM923968,,Pretreatment bone marrow or peripheral blood mononuclear cells from patients with newly diagnosed acute myeloid leukemia (AML),,"Mononuclear cells from bone marrow (BM) or peripheral blood (PB) were enriched by Ficoll gradient centrifugation. Total RNA was isolated using the RNeasy Mini Kit (Qiagen, Hilden, Germany). cDNA preparation and  in vitro transcription were performed according to standard Affymetrix protocols.",
GSM923969,,Pretreatment bone marrow or peripheral blood mononuclear cells from patients with newly diagnosed acute myeloid leukemia (AML),,"Mononuclear cells from bone marrow (BM) or peripheral blood (PB) were enriched by Ficoll gradient centrifugation. Total RNA was isolated using the RNeasy Mini Kit (Qiagen, Hilden, Germany). cDNA preparation and  in vitro transcription were performed according to standard Affymetrix protocols.",
GSM923970,,Pretreatment bone marrow or peripheral blood mononuclear cells from patients with newly diagnosed acute myeloid leukemia (AML),,"Mononuclear cells from bone marrow (BM) or peripheral blood (PB) were enriched by Ficoll gradient centrifugation. Total RNA was isolated using the RNeasy Mini Kit (Qiagen, Hilden, Germany). cDNA preparation and  in vitro transcription were performed according to standard Affymetrix protocols.",
GSM923971,,Pretreatment bone marrow or peripheral blood mononuclear cells from patients with newly diagnosed acute myeloid leukemia (AML),,"Mononuclear cells from bone marrow (BM) or peripheral blood (PB) were enriched by Ficoll gradient centrifugation. Total RNA was isolated using the RNeasy Mini Kit (Qiagen, Hilden, Germany). cDNA preparation and  in vitro transcription were performed according to standard Affymetrix protocols.",
GSM923972,,Pretreatment bone marrow or peripheral blood mononuclear cells from patients with newly diagnosed acute myeloid leukemia (AML),,"Mononuclear cells from bone marrow (BM) or peripheral blood (PB) were enriched by Ficoll gradient centrifugation. Total RNA was isolated using the RNeasy Mini Kit (Qiagen, Hilden, Germany). cDNA preparation and  in vitro transcription were performed according to standard Affymetrix protocols.",
